id,text,annotations
537,"Пожар в двухэтажном складском помещении по адресу: улица Парковая, дом 9, произошел около 4 часов утра в воскресенье.","Пожар O
в O
двухэтажном O
складском O
помещении O
по O
адресу O
: O
улица B-Street
Парковая I-Street
, O
дом B-House
9 I-House
, O
произошел O
около O
4 O
часов O
утра O
в O
воскресенье O
. O"
538,"По данным ведомства, тело нашли на парковке – на минус третьем этаже дома, расположенного по адресу: улица Мосфильмовская, дом 88 корпус 2.","По O
данным O
ведомства O
, O
тело O
нашли O
на O
парковке O
на O
минус O
третьем O
этаже O
дома O
, O
расположенного O
по O
адресу O
: O
улица B-Street
Мосфильмовская I-Street
, O
дом B-House
88 I-House
корпус I-House
2 I-House
. O"
539,"Прием будет проходить по адресу: Октябрьская площадь, дом 2, кабинет 301.","Прием O
будет O
проходить O
по O
адресу O
: O
Октябрьская O
площадь B-Street
, O
дом B-House
2 I-House
, O
кабинет O
301 O
. O"
540,"По словам собеседника агентства, в дежурную часть поступило сообщение о краже автомобиля по адресу: улица Суздальская, дом 12а.","По O
словам O
собеседника O
агентства O
, O
в O
дежурную O
часть O
поступило O
сообщение O
о O
краже O
автомобиля O
по O
адресу O
: O
улица B-Street
Суздальская I-Street
, O
дом B-House
12а I-House
. O"
541,"В полицию обратилась 58-летняя женщина, которая нашла труп своего мужа в квартире по адресу: улица Алма-Атинская, дом 10.","В O
полицию O
обратилась O
58 O
- O
летняя O
женщина O
, O
которая O
нашла O
труп O
своего O
мужа O
в O
квартире O
по O
адресу O
: O
улица B-Street
Алма-Атинская I-Street
, O
дом B-House
10 I-House
. O"
542,"ООО «Развитие» не находится по адресу, который указан в сопроводительной документации: Московская область, город Химки, улица Ленинградская, дом 29.","ООО O
« O
Развитие O
» O
не O
находится O
по O
адресу O
, O
который O
указан O
в O
сопроводительной O
документации O
: O
Московская B-Oblast
область I-Oblast
, O
город B-City
Химки I-City
, O
улица B-Street
Ленинградская I-Street
, O
дом B-House
29 I-House
. O"
543,"По словам собеседник агентства, складское помещение, где хранятся пиломатериалы, воспламенилось по адресу: улица Чкалова, дом 38.","По O
словам O
собеседник O
агентства O
, O
складское O
помещение O
, O
где O
хранятся O
пиломатериалы O
, O
воспламенилось O
по O
адресу O
: O
улица B-Street
Чкалова I-Street
, O
дом B-House
38 I-House
. O"
544,"Как рассказали в правоохранительных органах, в дежурную часть УМВД обратилась женщина, проживающая по адресу: Дмитров, улица Оборонная, дом 8.","Как O
рассказали O
в O
правоохранительных O
органах O
, O
в O
дежурную O
часть O
УМВД O
обратилась O
женщина O
, O
проживающая O
по O
адресу O
: O
Дмитров O
, O
улица B-Street
Оборонная I-Street
, O
дом B-House
8 I-House
. O"
545,"Сообщение о возгорании в частном доме по адресу: Московская область, Раменское, улица Буденного, дом 8 поступило в оперативно-дежурную смену ЦУКС в 01:42.","Сообщение O
о O
возгорании O
в O
частном O
доме O
по O
адресу O
: O
Московская B-Oblast
область I-Oblast
, O
Раменское O
, O
улица B-Street
Буденного I-Street
, O
дом B-House
8 I-House
поступило I-House
в I-House
оперативно-дежурную I-House
смену O
ЦУКС O
в O
01 O
: O
42 O
. O"
546,"Вас ждут по адресу: Руза, улица Солнцева, дом 11, 1-й этаж, с 10 до 13 часов.","Вас O
ждут O
по O
адресу O
: O
Руза O
, O
улица B-Street
Солнцева I-Street
, O
дом B-House
11 I-House
, O
1 O
- O
й O
этаж O
, O
с O
10 O
до O
13 O
часов. O"
547,"Возгорание произошло по адресу Алтуфьевское шоссе, дом 5.","Возгорание O
произошло O
по O
адресу O
Алтуфьевское O
шоссе B-Highway
, O
дом B-House
5 I-House
. O"
548,"Как уточнил собеседник агентства, боеприпас найден на территории оптового рынка «ФудСити», расположенного по адресу: Калужское шоссе, дом 10, строение 1.","Как O
уточнил O
собеседник O
агентства O
, O
боеприпас O
найден O
на O
территории O
оптового O
рынка O
« O
ФудСити O
» O
, O
расположенного O
по O
адресу O
: O
Калужское O
шоссе B-Highway
, O
дом B-House
10 I-House
, O
строение B-Building
1 I-Building
. O"
549,"Как уточнил собеседник агентства, избиение мужчины случилось в квартире по адресу Варшавское шоссе, дом 52.","Как O
уточнил O
собеседник O
агентства O
, O
избиение O
мужчины O
случилось O
в O
квартире O
по O
адресу O
Варшавское O
шоссе B-Highway
, O
дом B-House
52 I-House
. O"
550,"Как отмечается в сообщении, в ходе рейда по адресу: Цементный проезд, дом 5 установлен факт хранения алкогольной продукции, маркированной поддельными федеральными специальными марками.","Как O
отмечается O
в O
сообщении O
, O
в O
ходе O
рейда O
по O
адресу O
: O
Цементный O
проезд O
, O
дом B-House
5 I-House
установлен I-House
факт I-House
хранения I-House
алкогольной O
продукции O
, O
маркированной O
поддельными O
федеральными O
специальными O
марками. O"
551,"На юго-востоке столицы произошел пожар в квартире по адресу: улица Генерала Кузнецова, дом 13.","На O
юго-востоке O
столицы O
произошел O
пожар O
в O
квартире O
по O
адресу O
: O
улица B-Street
Генерала I-Street
Кузнецова I-Street
, O
дом B-House
13 I-House
. O"
552,"По словам собеседника агентства, сообщение о пожаре в частном доме по адресу: Московская область, Чеховский муниципальный район, поселок Столбовая, улица Новая, дом 3 поступило в оперативно-дежурную смену ЦУКС.","По O
словам O
собеседника O
агентства O
, O
сообщение O
о O
пожаре O
в O
частном O
доме O
по O
адресу O
: O
Московская B-Oblast
область I-Oblast
, O
Чеховский O
муниципальный B-District
район I-District
, O
поселок O
Столбовая O
, O
улица B-Street
Новая I-Street
, O
дом B-House
3 I-House
поступило I-House
в I-House
оперативно-дежурную I-House
смену O
ЦУКС. O"
553,"По словам потерпевшего, машина была угнана с территории парковки торгового центра по адресу: Новорижское шоссе, дом 22.","По O
словам O
потерпевшего O
, O
машина O
была O
угнана O
с O
территории O
парковки O
торгового O
центра O
по O
адресу O
: O
Новорижское O
шоссе B-Highway
, O
дом B-House
22 I-House
. O"
554,"Информация о возгорании в бытовом помещении на девятом этаже 25-этажного здания университета по адресу переулок Вузовский, дом 6 поступила в экстренные службы.","Информация O
о O
возгорании O
в O
бытовом O
помещении O
на O
девятом O
этаже O
25 O
- O
этажного O
здания O
университета O
по O
адресу O
переулок B-Lane
Вузовский I-Lane
, O
дом B-House
6 I-House
поступила I-House
в I-House
экстренные I-House
службы. O"
555,"«Восьмого октября в 11:00 в оперативно-дежурную смену ЦУКС поступило сообщение о пожаре в строении по адресу: Московская область, городской округ Электросталь, Промышленный проезд, дом 9.","« O
Восьмого O
октября O
в O
11 O
: O
00 O
в O
оперативно-дежурную O
смену O
ЦУКС O
поступило O
сообщение O
о O
пожаре O
в O
строении O
по O
адресу O
: O
Московская B-Oblast
область I-Oblast
, O
городской O
округ O
Электросталь O
, O
Промышленный O
проезд O
, O
дом B-House
9 I-House
. O"
556,"Мероприятие будет проходить в Галерее Классической Фотографии по адресу: Саввинская набережная, дом 23 стр.","Мероприятие O
будет O
проходить O
в O
Галерее O
Классической O
Фотографии O
по O
адресу O
: O
Саввинская O
набережная B-Embankment
, O
дом B-House
23 I-House
стр. I-House"
557,"Одним из таких является физкультурно-оздоровительный комплекс по адресу: улица Пушкина, дом 3.","Одним O
из O
таких O
является O
физкультурно-оздоровительный O
комплекс O
по O
адресу O
: O
улица B-Street
Пушкина I-Street
, O
дом B-House
3 I-House
. O"
558,"Угон был совершен по адресу: Можайское шоссе, дом 45, корпус 1.","Угон O
был O
совершен O
по O
адресу O
: O
Можайское O
шоссе B-Highway
, O
дом B-House
45 I-House
, O
корпус B-Building
1 I-Building
. O"
559,"Мероприятие пройдет с 10:00 – 12:30 по адресу: город Солнечногорск, улица Баранова, дом №21/24А.","Мероприятие O
пройдет O
с O
10 O
: O
00 O
12 O
: O
30 O
по O
адресу O
: O
город B-City
Солнечногорск I-City
, O
улица B-Street
Баранова I-Street
, O
дом O
№ O
21/24 O
А. O"
560,"В полицию обратился мужчина, проживающий по адресу: Видное, улица Завидная, дом 17, с заявлением о том, что от его дома по месту проживания был похищен его автомобиль марки Toyota Land Cruiser Prado 2014 года выпуска.","В O
полицию O
обратился O
мужчина O
, O
проживающий O
по O
адресу O
: O
Видное O
, O
улица B-Street
Завидная I-Street
, O
дом B-House
17 I-House
, O
с O
заявлением O
о O
том O
, O
что O
от O
его O
дома O
по O
месту O
проживания O
был O
похищен O
его O
автомобиль O
марки O
Toyota O
Land O
Cruiser O
Prado O
2014 O
года O
выпуска. O"
561,"Желающие задать вопрос Пушкиной могут сделать это в общественной приемной местного отделения партии «Единая Россия», по адресу: улица Маршала Жукова, дом №5.","Желающие O
задать O
вопрос O
Пушкиной O
могут O
сделать O
это O
в O
общественной O
приемной O
местного O
отделения O
партии O
« O
Единая O
Россия O
» O
, O
по O
адресу O
: O
улица B-Street
Маршала I-Street
Жукова I-Street
, O
дом O
№ O
5 O
. O"
562,"Объект находится по адресу: улица Гарнаева, дом 12.","Объект O
находится O
по O
адресу O
: O
улица B-Street
Гарнаева I-Street
, O
дом B-House
12 I-House
. O"
563,"По словам главы подмосковного Минстроя Сергея Пахомова, учреждение расположено по адресу: улица Московская, дом 52.","По O
словам O
главы O
подмосковного O
Минстроя O
Сергея O
Пахомова O
, O
учреждение O
расположено O
по O
адресу O
: O
улица B-Street
Московская I-Street
, O
дом B-House
52 I-House
. O"
564,"Прием граждан состоится в Общественной приемной исполнительных органов государственной власти Московской области по адресу: город Руза, улица Солнцева, дом 11 (здание районной администрации), кабинет №210.","Прием O
граждан O
состоится O
в O
Общественной O
приемной O
исполнительных O
органов O
государственной O
власти O
Московской B-Oblast
области I-Oblast
по O
адресу O
: O
город B-City
Руза I-City
, O
улица B-Street
Солнцева I-Street
, O
дом B-House
11 I-House
( O
здание O
районной O
администрации O
) O
, O
кабинет O
№ O
210 O
. O"
565,"Жителям Рузского района следует обращаться в консультационно-правовой пункт по адресу: город Одинцово, улица Вокзальная, дом 51 (здание военной прокуратуры Красногорского гарнизона) или по телефону 8(495) 599-33-85.","Жителям O
Рузского B-District
района I-District
следует O
обращаться O
в O
консультационно-правовой O
пункт O
по O
адресу O
: O
город B-City
Одинцово I-City
, O
улица B-Street
Вокзальная I-Street
, O
дом B-House
51 I-House
( O
здание O
военной O
прокуратуры O
Красногорского O
гарнизона O
) O
или O
по O
телефону O
8 O
( O
495 O
) O
599 O
- O
33 O
- O
85 O
. O"
566,"Как сообщили в правоохранительных органах столицы, сообщение о пожаре в трехэтажном нежилом здании, расположенном по адресу Печатников переулок, дом 3 в Центральном административном округе поступило на пульт дежурного «01» около 19.00 по московскому времени.","Как O
сообщили O
в O
правоохранительных O
органах O
столицы O
, O
сообщение O
о O
пожаре O
в O
трехэтажном O
нежилом O
здании O
, O
расположенном O
по O
адресу O
Печатников O
переулок B-Lane
, O
дом B-House
3 I-House
в I-House
Центральном I-House
административном I-House
округе O
поступило O
на O
пульт O
дежурного O
« O
01 O
» O
около O
19 O
. O
00 O
по O
московскому O
времени. O"
567,"Как сообщили в правоохранительных органах столицы, возгорание в пятиэтажном офисном здании по адресу улица Шаболовка, дом 10, строение 2 произошло в среду около 13:00.","Как O
сообщили O
в O
правоохранительных O
органах O
столицы O
, O
возгорание O
в O
пятиэтажном O
офисном O
здании O
по O
адресу O
улица B-Street
Шаболовка I-Street
, O
дом B-House
10 I-House
, O
строение B-Building
2 I-Building
произошло I-Building
в I-Building
среду I-Building
около O
13 O
: O
00 O
. O"
568,"Как сообщили [http://www.rian.ru/rian/index.cfm РИА «Новости»] в УГПС столицы, пожар в здании бывшей мебельной фабрики по адресу 4-я Гражданская улица, дом 42, где располагалась автостоянка, начался около 11:00 мск.","Как O
сообщили O
http O
: O
www. O
rian. O
ru O
rian O
index. O
cfm O
РИА O
« O
Новости O
» O
в O
УГПС O
столицы O
, O
пожар O
в O
здании O
бывшей O
мебельной O
фабрики O
по O
адресу O
4 O
- O
я O
Гражданская O
улица B-Street
, O
дом B-House
42 I-House
, O
где O
располагалась O
автостоянка O
, O
начался O
около O
11 O
: O
00 O
мск. O"
569,"Желающие помочь, могут сдать эти вещи в районе Ясенево по адресу: проезд Одоевского, дом 11, корпус 7 (зоомагазин, цокольный этаж).","Желающие O
помочь O
, O
могут O
сдать O
эти O
вещи O
в B-District
районе I-District
Ясенево O
по O
адресу O
: O
проезд O
Одоевского O
, O
дом B-House
11 I-House
, O
корпус B-Building
7 I-Building
( O
зоомагазин O
, O
цокольный O
этаж O
) O
. O"
570,"Заявки на участие в торгах принимаются по адресу: Москва, Хрустальный переулок, дом 1, АО «Российский аукционный дом».","Заявки O
на O
участие O
в O
торгах O
принимаются O
по O
адресу O
: O
Москва O
, O
Хрустальный O
переулок B-Lane
, O
дом B-House
1 I-House
, O
АО O
« O
Российский O
аукционный O
дом O
» O
. O"
571,"'Дополнительную информацию и консультацию можно получить в Рузском управлении соцзащиты по адресу: Руза, улица Социалистическая, дом 59.","' O
Дополнительную O
информацию O
и O
консультацию O
можно O
получить O
в O
Рузском O
управлении O
соцзащиты O
по O
адресу O
: O
Руза O
, O
улица B-Street
Социалистическая I-Street
, O
дом B-House
59 I-House
. O"
572,"Консультация будет проходить в лечебно-диагностическом центре Наумчевой по адресу: Щёлково, улица Заводская, дом 1.","Консультация O
будет O
проходить O
в O
лечебно-диагностическом O
центре O
Наумчевой O
по O
адресу O
: O
Щёлково O
, O
улица B-Street
Заводская I-Street
, O
дом B-House
1 I-House
. O"
573,"В Госжилинспекцию Московской области поступило обращение от жителя многоквартирного дома по адресу: Щёлково, улица Космодемьянская, дом 17/4.","В O
Госжилинспекцию O
Московской B-Oblast
области I-Oblast
поступило O
обращение O
от O
жителя O
многоквартирного O
дома O
по O
адресу O
: O
Щёлково O
, O
улица B-Street
Космодемьянская I-Street
, O
дом B-House
17/4 I-House
. O"
574,"Инцидент произошел на северо-востоке столицы около 2:00 по адресу Алтуфьевское шоссе, дом номер 37.","Инцидент O
произошел O
на O
северо-востоке O
столицы O
около O
2 O
: O
00 O
по O
адресу O
Алтуфьевское O
шоссе B-Highway
, O
дом O
номер O
37 O
. O"
575,"Как сообщили в Департаменте здравоохранения города, в Москве в 08:30 начали работу станции переливания крови по адресу: улица Поликарпова, дом 14 (метро «Беговая»), и Бакинская, дом 31 (метро «Царицыно»).","Как O
сообщили O
в O
Департаменте O
здравоохранения O
города O
, O
в O
Москве O
в O
08 O
: O
30 O
начали O
работу O
станции O
переливания O
крови O
по O
адресу O
: O
улица B-Street
Поликарпова I-Street
, O
дом B-House
14 I-House
( O
метро O
« O
Беговая O
» O
) O
, O
и O
Бакинская O
, O
дом B-House
31 I-House
( O
метро O
« O
Царицыно O
» O
) O
. O"
576,"В Москве во вторник около 18:00 по московскому времени родственники и знакомые осужденного, несогласные с решением суда, заняли здание Измайловского районного суда, по адресу улица Фридриха Энгельса дом 32, и удерживают судью.","В O
Москве O
во O
вторник O
около O
18 O
: O
00 O
по O
московскому O
времени O
родственники O
и O
знакомые O
осужденного O
, O
несогласные O
с O
решением O
суда O
, O
заняли O
здание O
Измайловского O
районного O
суда O
, O
по O
адресу O
улица B-Street
Фридриха I-Street
Энгельса I-Street
дом I-Street
32 I-Street
, O
и O
удерживают O
судью. O"
577,"Это произошло 16 ноября, когда Арбитражный суд Нижегородской области в рамках дела о банкротстве ОАО «Нижегородкапстрой» («дочка» «СУ-155») удовлетворил ходатайство временного управляющего о передаче участникам строительства жилых помещений в многоквартирном доме по адресу Нижний Новгород, бульвар 60-летия Октября, дом 23, корпус 4.","Это O
произошло O
16 O
ноября O
, O
когда O
Арбитражный O
суд O
Нижегородской B-Oblast
области I-Oblast
в O
рамках O
дела O
о O
банкротстве O
ОАО O
« O
Нижегородкапстрой O
» O
( O
« O
дочка O
» O
« O
СУ O
- O
155 O
» O
) O
удовлетворил O
ходатайство O
временного O
управляющего O
о O
передаче O
участникам O
строительства O
жилых O
помещений O
в O
многоквартирном O
доме O
по O
адресу O
Нижний O
Новгород O
, O
бульвар B-Boulevard
60 I-Boulevard
- O
летия O
Октября O
, O
дом B-House
23 I-House
, O
корпус B-Building
4 I-Building
. O"
578,"Детсад по адресу улица Маршала Василевского, дом 11, корпус 6 был построен по специальному проекту в 1936 году для детей работников наркомата обороны СССР и на сегодняшний день является старейшим дошкольным учреждением столицы.","Детсад O
по O
адресу O
улица B-Street
Маршала I-Street
Василевского I-Street
, O
дом B-House
11 I-House
, O
корпус B-Building
6 I-Building
был I-Building
построен I-Building
по I-Building
специальному O
проекту O
в O
1936 O
году O
для O
детей O
работников O
наркомата O
обороны O
СССР O
и O
на O
сегодняшний O
день O
является O
старейшим O
дошкольным O
учреждением O
столицы. O"
579,"""Около 18:35 мск на Москворецком рынке по адресу: Булатниковская улица, дом 11 произошел конфликт между двумя группами - осетин и азербайджанцев"", - сказал Бирюков.",""" O
Около O
18 O
: O
35 O
мск O
на O
Москворецком O
рынке O
по O
адресу O
: O
Булатниковская O
улица B-Street
, O
дом B-House
11 I-House
произошел I-House
конфликт I-House
между I-House
двумя O
группами O
- O
осетин O
и O
азербайджанцев O
"" O
, O
- O
сказал O
Бирюков. O"
580,"В пресс-службе ГУ МВД России по Москве сообщили, что сообщение о конфликте поступило в полицию в 20:30 пятницы: массовая драка началась в общежитии на северо-западе Москвы по адресу: улица Фабрициуса, дом 36 корпус 1.","В O
пресс-службе O
ГУ O
МВД O
России O
по O
Москве O
сообщили O
, O
что O
сообщение O
о O
конфликте O
поступило O
в O
полицию O
в O
20 O
: O
30 O
пятницы O
: O
массовая O
драка O
началась O
в O
общежитии O
на O
северо-западе O
Москвы O
по O
адресу O
: O
улица B-Street
Фабрициуса I-Street
, O
дом B-House
36 I-House
корпус I-House
1 I-House
. O"
581,"Как сообщил Митрохин [http://www.interfax.ru «Интерфаксу»], два дня назад из общежития фабрики «Смена», расположенного по адресу Ясный проезд дом 19, из шести квартир были насильно выселены около 30 человек, среди которых москвичи, беженцы из Абхазии, Баку, Армении.","Как O
сообщил O
Митрохин O
http O
: O
www. O
interfax. O
ru O
« O
Интерфаксу O
» O
, O
два O
дня O
назад O
из O
общежития O
фабрики O
« O
Смена O
» O
, O
расположенного O
по O
адресу O
Ясный O
проезд O
дом B-House
19 I-House
, O
из O
шести O
квартир O
были O
насильно O
выселены O
около O
30 O
человек O
, O
среди O
которых O
москвичи O
, O
беженцы O
из O
Абхазии O
, O
Баку O
, O
Армении. O"
582,"«Тела обнаружили в бригадирском вагончике на территории терминала по адресу: Югорский проезд, дом 2, строение 3.","« O
Тела O
обнаружили O
в O
бригадирском O
вагончике O
на O
территории O
терминала O
по O
адресу O
: O
Югорский O
проезд O
, O
дом B-House
2 I-House
, O
строение B-Building
3 I-Building
. O"
583,"Современный корпус откроется по адресу Татарская улица, дом 20, в 2021 году.","Современный O
корпус B-Building
откроется I-Building
по I-Building
адресу I-Building
Татарская I-Building
улица B-Street
, O
дом B-House
20 I-House
, O
в O
2021 O
году. O"
584,"В Санкт-Петербуге произошел пожар в лакокрасочном цехе на заводе «Пигмент», расположенный по адресу Октябрьская набережная, дом 38.","В O
Санкт-Петербуге O
произошел O
пожар O
в O
лакокрасочном O
цехе O
на O
заводе O
« O
Пигмент O
» O
, O
расположенный O
по O
адресу O
Октябрьская O
набережная B-Embankment
, O
дом B-House
38 I-House
. O"
585,"«Сегодня в 1:32 мск по адресу проезд Дежнева дом 17а в мусорном контейнере сработало самодельное взрывное устройство около 200 граммов в тротиловом эквиваленте», - проинформировал Марченко.","« O
Сегодня O
в O
1 O
: O
32 O
мск O
по O
адресу O
проезд O
Дежнева O
дом B-House
17а I-House
в I-House
мусорном I-House
контейнере I-House
сработало O
самодельное O
взрывное O
устройство O
около O
200 O
граммов O
в O
тротиловом O
эквиваленте O
» O
, O
- O
проинформировал O
Марченко. O"
586,"В Центральном округе Москвы по адресу Старопименовский переулок, дом 4 произошел крупный пожар.","В O
Центральном O
округе O
Москвы O
по O
адресу O
Старопименовский O
переулок B-Lane
, O
дом B-House
4 I-House
произошел I-House
крупный I-House
пожар. I-House"
587,"«Инцидент произошел в оздоровительном центре, расположенном по адресу Кулаков переулок, дом 13, в 12:26.","« O
Инцидент O
произошел O
в O
оздоровительном O
центре O
, O
расположенном O
по O
адресу O
Кулаков O
переулок B-Lane
, O
дом B-House
13 I-House
, O
в O
12 O
: O
26 O
. O"
588,"Как сообщили «Интерфаксу» в правоохранительных органах столицы, около 19:30 вторника на пульт дежурного «01» поступило сообщение о том, что произошло возгорание одноэтажного деревянного кафе по адресу: Чистопрудный бульвар, дом 14.","Как O
сообщили O
« O
Интерфаксу O
» O
в O
правоохранительных O
органах O
столицы O
, O
около O
19 O
: O
30 O
вторника O
на O
пульт O
дежурного O
« O
01 O
» O
поступило O
сообщение O
о O
том O
, O
что O
произошло O
возгорание O
одноэтажного O
деревянного O
кафе O
по O
адресу O
: O
Чистопрудный O
бульвар B-Boulevard
, O
дом B-House
14 I-House
. O"
589,"«Сигнал о возгорании в автосервисе, расположенном по адресу Малая Почтовая улица, дом 12, поступил около 12:00.","« O
Сигнал O
о O
возгорании O
в O
автосервисе O
, O
расположенном O
по O
адресу O
Малая O
Почтовая O
улица B-Street
, O
дом B-House
12 I-House
, O
поступил O
около O
12 O
: O
00 O
. O"
590,"В московском районе Измайлово произошел пожар в помещении плавательного бассейна, расположенного по адресу: Сиреневый бульвар, дом 2.","В O
московском B-District
районе I-District
Измайлово O
произошел O
пожар O
в O
помещении O
плавательного O
бассейна O
, O
расположенного O
по O
адресу O
: O
Сиреневый O
бульвар B-Boulevard
, O
дом B-House
2 I-House
. O"
591,"По данным МЧС, возгорание на заводе, расположенном в промзоне по адресу Окружной проезд, дом 2, возникло сегодня около 3 часов ночи.","По O
данным O
МЧС O
, O
возгорание O
на O
заводе O
, O
расположенном O
в O
промзоне O
по O
адресу O
Окружной O
проезд O
, O
дом B-House
2 I-House
, O
возникло O
сегодня O
около O
3 O
часов O
ночи. O"
592,"Новый дом по адресу Московский проезд, 19 для жителей","Новый O
дом O
по O
адресу O
Московский O
проезд O
, O
19 O
для O
жителей O"
593,"По информации газеты, жертвами происков коммунальщиков едва не стали жильцы 37-этажной новостройки, расположенной по адресу Хорошевское шоссе, дом 12, корпус 1.","По O
информации O
газеты O
, O
жертвами O
происков O
коммунальщиков O
едва O
не O
стали O
жильцы O
37 O
- O
этажной O
новостройки O
, O
расположенной O
по O
адресу O
Хорошевское O
шоссе B-Highway
, O
дом B-House
12 I-House
, O
корпус B-Building
1 I-Building
. O"
594,"По его словам, горел кабинет на четвертом этаже старого четырехэтажного кирпичного здания по адресу Большая Переяславская улица, дом 1.","По O
его O
словам O
, O
горел O
кабинет O
на O
четвертом O
этаже O
старого O
четырехэтажного O
кирпичного O
здания O
по O
адресу O
Большая O
Переяславская O
улица B-Street
, O
дом B-House
1 I-House
. O"
595,"Снос дома по адресу: Большой Козихинский переулок, 25, строение 1, возобновился 13 марта.","Снос O
дома O
по O
адресу O
: O
Большой O
Козихинский O
переулок B-Lane
, O
25 O
, O
строение B-Building
1 I-Building
, O
возобновился O
13 O
марта. O"
596,"Конфликт между градозащитниками и правлением ТСЖ «Вектор» вокруг здания по адресу: Большой Козихинский переулок, 25, строение 1, разгорелся в 2011 году, когда ТСЖ, которое является собственником здания, выступило инициатором его сноса.","Конфликт O
между O
градозащитниками O
и O
правлением O
ТСЖ O
« O
Вектор O
» O
вокруг O
здания O
по O
адресу O
: O
Большой O
Козихинский O
переулок B-Lane
, O
25 O
, O
строение B-Building
1 I-Building
, O
разгорелся O
в O
2011 O
году O
, O
когда O
ТСЖ O
, O
которое O
является O
собственником O
здания O
, O
выступило O
инициатором O
его O
сноса. O"
597,"На табло (по адресу: улица Ленина, дом 12) будет транслироваться номер экстренной службы 112, температура и влажность воздуха, время, а также предупреждения об ухудшении погодных условий, об угрозе аварийных и чрезвычайных ситуаций.","На O
табло O
( O
по O
адресу O
: O
улица B-Street
Ленина I-Street
, O
дом B-House
12 I-House
) O
будет O
транслироваться O
номер O
экстренной O
службы O
112 O
, O
температура O
и O
влажность O
воздуха O
, O
время O
, O
а O
также O
предупреждения O
об O
ухудшении O
погодных O
условий O
, O
об O
угрозе O
аварийных O
и O
чрезвычайных O
ситуаций. O"
598,"«Рабочие МПКХ «Шаховская» приступили к укладке подушки фундамента под многоквартирный дом в поселке Шаховская по адресу улица Новая 24, и закончили устройства фундамента трехэтажного дома на улице Первомайская 19.","« O
Рабочие O
МПКХ O
« O
Шаховская O
» O
приступили O
к B-Building
укладке I-Building
подушки I-Building
фундамента I-Building
под I-Building
многоквартирный O
дом O
в O
поселке O
Шаховская O
по O
адресу O
улица B-Street
Новая I-Street
24 I-Street
, O
и O
закончили O
устройства O
фундамента O
трехэтажного O
дома O
на O
улице O
Первомайская O
19 O
. O"
599,"«Он начнется в 14:00 в ДК «Костино», расположенном по адресу: улица Дзержинского, дом №26.","« O
Он O
начнется O
в O
14 O
: O
00 O
в O
ДК O
« O
Костино O
» O
, O
расположенном O
по O
адресу O
: O
улица B-Street
Дзержинского I-Street
, O
дом O
№ O
26 O
. O"
600,"По данным ведомства, мероприятие состоится 14 августа на территории больницы по адресу: улица Воронцова, дом №7.","По O
данным O
ведомства O
, O
мероприятие O
состоится O
14 O
августа O
на O
территории O
больницы O
по O
адресу O
: O
улица B-Street
Воронцова I-Street
, O
дом O
№ O
7 O
. O"
601,"Мероприятие пройдет по адресу: город Коломна, улица Октябрьской революции, дом №318.","Мероприятие O
пройдет O
по O
адресу O
: O
город B-City
Коломна I-City
, O
улица B-Street
Октябрьской I-Street
революции I-Street
, O
дом O
№ O
318 O
. O"
602,"Мероприятие начнется в 16:00 в доме культуры по адресу: улица Центральная, дом 14.","Мероприятие O
начнется O
в O
16 O
: O
00 O
в O
доме O
культуры O
по O
адресу O
: O
улица B-Street
Центральная I-Street
, O
дом B-House
14 I-House
. O"
603,"Прием пройдет по адресу: улица Маршала Жукова, дом 28, администрация (зал совещаний).","Прием O
пройдет O
по O
адресу O
: O
улица B-Street
Маршала I-Street
Жукова I-Street
, O
дом B-House
28 I-House
, O
администрация O
( O
зал O
совещаний O
) O
. O"
604,"Безрукова была этапирована в ИВС «Крылатское», расположенное по адресу: улица Осенняя, дом 15, корпус 1.","Безрукова O
была O
этапирована O
в O
ИВС O
« O
Крылатское O
» O
, O
расположенное O
по O
адресу O
: O
улица B-Street
Осенняя I-Street
, O
дом B-House
15 I-House
, O
корпус B-Building
1 I-Building
. O"
605,"В посольстве также сообщили, что с 10 утра 13 сентября на южных воротах дипмиссии по адресу Большой Девятинский переулок, дом 8, будет находиться книга соболезнований, в которой каждый желающий может сделать запись.","В O
посольстве O
также O
сообщили O
, O
что O
с O
10 O
утра O
13 O
сентября O
на O
южных O
воротах O
дипмиссии O
по O
адресу O
Большой O
Девятинский O
переулок B-Lane
, O
дом B-House
8 I-House
, O
будет O
находиться O
книга O
соболезнований O
, O
в O
которой O
каждый O
желающий O
может O
сделать O
запись. O"
606,"По его словам, накануне около 11:35 в милицию поступило сообщение о попытке самосожжения неизвестной женщины по адресу улица Волхонка, дом 15 у центрального входа в храм Христа Спасителя, сообщает [http://www.rian.ru РИА «Новости»].","По O
его O
словам O
, O
накануне O
около O
11 O
: O
35 O
в O
милицию O
поступило O
сообщение O
о O
попытке O
самосожжения O
неизвестной O
женщины O
по O
адресу O
улица B-Street
Волхонка I-Street
, O
дом B-House
15 I-House
у I-House
центрального I-House
входа I-House
в O
храм O
Христа O
Спасителя O
, O
сообщает O
http O
: O
www. O
rian. O
ru O
РИА O
« O
Новости O
» O
. O"
